8-Jan-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,"Daily target changed from $1,000 to $1,400",Andrew,1000 (Low CPA WTD),,,,
8-Jan-2026,DE,Google Brand Plus,Budget and modifiers,Removed 75% ad schedule to run the campagins whole day,Yun,,,,,
9-Jan-2026,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,800,Andrew,600,,,,
9-Jan-2026,FR,EU-FR-Google-GA_Top,Budget and modifiers,1500,Andrew,1100,,,,
9-Jan-2026,FR,EU-FR-Brand-Plus,Budget and modifiers,"Min $400 > $500, $130>150 tCPT",Yun,,,,,
9-Jan-2026,FR,EU-FR-Google-Generic,,"$150.00
Min: $2100.00
Max: $3000.00",,"$150.00
Min: $1,600.00
Max: $2,600.00",,,,
9-Jan-2026,FR,FR Google,,Removed negative some location bids (FR country level & some postivie bids),Yun,,,,,
9-Jan-2026,FR,Brand Plus Google,,Removed 75% schedluing to run ads all day,Yun,,,,,
12-Jan-2026,DE,PV Google ,Budget and modifiers,tROAS 10%>13%,Yun,,,,,
12-Jan-2026,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,500",Andrew,1700,,,,
12-Jan-2026,ES,EU-ES-Google-AMZ,Budget and modifiers,$800,Andrew,1200,,,,
12-Jan-2026,ES,EU-ES-Google-GA_Top,Budget and modifiers,$300,Andrew,$600.00,,,,
12-Jan-2026,UK,EU-UK-Google-Generic,Budget and modifiers,"$5,000",Andrew,"$3,700.00",,,,
12-Jan-2026,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$4,000",Andrew,"$3,000",,,,
12-Jan-2026,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,2000,Andrew,"$1,500.00",,,,
12-Jan-2026,DE,EU-DE-Google-GA,Budget and modifiers,"$6,000.00",Andrew,"$5,000.00",,,,
12-Jan-2026,DE,EU-DE-Google-AMZ,Budget and modifiers,5500 10%,Andrew,4000 11%,,,,
12-Jan-2026,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,$700,Andrew,500,,,,
12-Jan-2026,DE,EU-DE-Google-Generic,Budget and modifiers,7000 12%,Andrew,5000 14%,,,,
12-Jan-2026,DE,EU-DE-Google-GA_Top,Budget and modifiers,4500 9%,Andrew,3000 10%,,,,
12-Jan-2026,FR,EU-FR-Google-GA,Budget and modifiers,$100,Andrew,200,,,,
12-Jan-2026,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,$700,Andrew,800,,,,
12-Jan-2026,FR,EU-FR-Google-Generic,Budget and modifiers,"$150.00
Min: $2,600.00
Max: $3,000.00",Andrew,"$150.00
Min: $2,100.00
Max: $3,000.00",,,,
12-Jan-2026,FR,EU-FR-Google-GA_Top,Budget and modifiers,"$1,600",Andrew,1500,,,,
12-Jan-2026,IT,EU-IT-Google-GA,Budget and modifiers,700,Andrew,500,,,,
12-Jan-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,"280 Min: $3000.00
Max: 4000.00",Andrew,"260 Min: $2,000.00 
Max: $3,100.00",,,,
12-Jan-2026,IT,EU-IT-Google-Generic,Budget and modifiers,4400,Andrew,3500,,,,
13-Jan-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,400,Andrew,300,,,,
13-Jan-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,"$2,000",Andrew,"$1,400.00",,,,
15-Jan-2026,UK,Account,Assets,Turned off Account-level automated assets,Andrew,Brand Safety,,,,
15-Jan-2026,DE,Account,Assets,Turned off Account-level automated assets,Andrew,Brand Safety,,,,
15-Jan-2026,FR,Account,Assets,Turned off Account-level automated assets,Andrew,Brand Safety,,,,
15-Jan-2026,IT ,Account,Assets,Turned off Account-level automated assets,Andrew,Brand Safety,,,,
15-Jan-2026,ES,Account,Assets,Turned off Account-level automated assets,Andrew,Brand Safety,,,,
16-Jan-2026,IT ,EU-IT-Google-AMZ,Budget and modifiers,"Changed to Daily and Updated to ""EFID Refmarker Reg 2""",Andrew,Aligned with AMO to switch,,,,
16-Jan-2026,IT ,EU-IT-Bing-Brand,Budget and modifiers,"Changed to Daily and Updated to ""EFID Refmarker Reg 2""",Andrew,Aligned with AMO to switch,,,,
16-Jan-2026,IT ,EU-IT-Google-Brand-Plus,Budget and modifiers,"Changed to Daily and Updated to ""EFID Refmarker Reg 2""",Andrew,Aligned with AMO to switch,,,,
16-Jan-2026,IT ,EU-IT-Bing-NB,Budget and modifiers,"Changed to Daily and Updated to ""EFID Refmarker Reg 2""",Andrew,Aligned with AMO to switch,,,,
16-Jan-2026,ES,Google Brand Core,Budget and modifiers,Increased Brand Core daily budget $2K>$2.5K to lift limited by budget soon status,Yun,,,,,
16-Jan-2026,DE,Account,Budget and modifiers,Revoved GAds location bid modifiers due to smart bidding switch,Andrew,,,,,
18-Jan-2026,DE,Account,Budget and modifiers,Added locations back after error removing on 1/16 and added data exclusion within GAds,Andrew,,,,,
20-Jan-2026,ES,EU-ES-Google-Product-Vertical,Budget and modifiers,CPT $80>$70,Yun,,,,,
20-Jan-2026,ES,EU-ES-Google-GA,Budget and modifiers,CPT $90>$75,Yun,,,,,
20-Jan-2026,ES,EU-ES-Google-GA_Top,Budget and modifiers,$300>$240,Yun,,,,,
20-Jan-2026,DE,GA Top Conv,Budget and modifiers,"tROAS 9%>10% (actual ROAS 12.52%, high CPA portfolio), Budget $4.5K > $3.5K",Yun,"Budget limited, High CPA. Actual ROAS higher than target ROAS",,,,
20-Jan-2026,DE,AMZ,Budget and modifiers,tROAS 10%>11%,Yun,"Budget limited, High CPA. Actual ROAS higher than target ROAS",,,,
20-Jan-2026,DE,PV,Budget and modifiers,tROAS 13%>15%,Yun,"Budget limited, High CPA. Actual ROAS higher than target ROAS",,,,
20-Jan-2026,FR,GA Top,Budget and modifiers,$2K>$1.5K,Yun,,,,,
20-Jan-2026,FR,PV,Budget and modifiers,$700>$500,Yun,,,,,
20-Jan-2026,IT,EU-IT-Google-GA,Budget and modifiers,$100,Andrew,200,,,,
20-Jan-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,"$2,600",Andrew,3600,,,,
20-Jan-2026,IT,EU-IT-Google-Product,Budget and modifiers,$100,Andrew,$300.00,,,,
20-Jan-2026,IT,EU-IT-Google-Generic,Budget and modifiers,"$3,800",Andrew,"$5,000.00",,,,
20-Jan-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,$300,Andrew,400,,,,
20-Jan-2026,UK,UK Brand Plus,Budget and modifiers,Increased tROAS 40%>42%. Daily Budget $1.8K>$1.6K,Yun,Decreased more than expected based on Brandon's feedback (pull back more in UK than DE),,,,
20-Jan-2026,UK,UK GA,Budget and modifiers,$2K>$1.3K,Yun,,,,,
20-Jan-2026,UK,AMZ,Budget and modifiers,"Increase tROAS 11.5%>13%, Daily Budget $700>$500",Yun,,,,,
20-Jan-2026,UK,UK Generic,Budget and modifiers,Increased tROAS 10%>11% Daily Budget $5K>$4K,Yun,,,,,
20-Jan-2026,UK,PV,Budget and modifiers,$2K>$1.6K,Yun,,,,,
20-Jan-2026,DE,All,Negative location,"Added FR, MX, JP and CA as negative location in all DE active campagins",Yun,,,,,
20-Jan-2026,FR,All,Negative location,"Added CA, IT, DE, UK, ES, IN, AU, MX, JP as negative locations",Yun,,,,,
20-Jan-2026,UK,All,Negative location,"Added AU, CA, FR, DE, IN, IT, JP, MX, ES as negaitve locations",Yun,,,,,
20-Jan-2026,IT,All,Negative location,"Added AU, CA, IN, JP, MX, FR, DE, ES as negative locations",Yun,,,,,
20-Jan-2026,ES,All,Negative location,"Added UK, IN, IT, DE, FR, CA, JP, MX, AU as negative locations",Yun,,,,,
21-Jan-2026,DE,Brand Core,Budget,Lifted Brand Core limited by budget status (likely impacted by the location error),Yun,,,,,
21-Jan-2026,UK,Brand Core,Budget,Lifted Brand Core limited by budget status (likely impacted by the location error) $6k>$7K,Yun,,,,,
21-Jan-2026,ES,Brand Core,Budget,Lifted Brand Core limited by budget status (likely impacted by the location error) $2.5K>$2.8K,Yun,,,,,
21-Jan-2026,FR,Brand Core,Budget,"Lifted Brand Core limited by budget status (likely impacted by the location error) $2.5K>$4K
Still limited by budget but avoid huge increase ",Yun,,,,,
21-Jan-2026,IT,Brand Core,Budget,Lifted Brand Core limited by budget status (likely impacted by the location error) $6K>$7.8,Yun,,,,,
21-Jan-2026,UK,Brand Core,Max Bid Cap,$18>$16.5,Yun,,,,,
21-Jan-2026,FR,Brand Core,Max Bid Cap,$20>$18,Yun,,,,,
21-Jan-2026,IT,Brand Core,Max Bid Cap,$21>$19,Yun,,,,,
21-Jan-2026,ES,Brand Core,Max Bid Cap,$16>$15,Yun,,,,,
21-Jan-2026,IT/ES/FR,NB,Desktop,Removed +10% on Desktop for the campaigns with $5 or $3 daily budget,Yun,,,,,
21-Jan-2026,DE,EU-DE-Google-GA,Budget and modifiers,$6K>$5K,Yun,,,,,
21-Jan-2026,DE,EU-DE-Google-AMZ,Budget and modifiers,$5.5K>$4K,Yun,,,,,
21-Jan-2026,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,$700>$500,Yun,,,,,
20-Jan-2026,IT,EU-IT-Google-Generic,Budget and modifiers,"$3,800",Andrew,"$5,000.00",,,,
22-Jan-2026,DE,EU-DE-Google-GA Top,Budget and modifiers,$3.5K>$2K,Yun,,,,,
22-Jan-2026,DE,EU-DE-Google-Generic,Budget and modifiers,$7K>$5.8K,Yun,,,,,
22-Jan-2026,DE,EU-DE-Google-GA,Budget and modifiers,$5K>$4.5K,Yun,,,,,
22-Jan-2026,IT,EU-IT-Google-Generic,Budget and modifiers,"$2,900.00",Yun,,,,,
22-Jan-2026,UK,Google GA,Budget and modifiers,"$1.3K>$900, tROAS 10%>10.5%",Yun,,,,,
22-Jan-2026,UK,GA Top,Budget and modifiers,$4K> $3.5K (3k due to overpacing AW),Yun,,,,,
22-Jan-2026,UK,PV,Budget and modifiers,1.6k>1k 10.5%> 12% tROAS,Andrew,,,,,
22-Jan-2026,DE,Brand Plus Google,Budget and modifiers,26% tROAS>31% tROAS 34 actual MTD ,Andrew,,,,,
23-Jan-2026,DE,EU-DE-Google-GA,Budget and modifiers,$4k>$2.5K,Andrew,,,,,
23-Jan-2026,DE,EU-DE-Google-AMZ,Budget and modifiers,$4K>3k,Andrew,,,,,
23-Jan-2026,DE,EU-DE-Google-Generic,Budget and modifiers,$5.5k>3.5k,Andrew,,,,,
22-Jan-2026,UK,GA Top,Budget and modifiers,3k>1.5k,Andrew,,,,,
22-Jan-2026,UK,Generic,Budget and modifiers,4k>2.5k,Andrew,,,,,
22-Jan-2026,DE,Brand Plus Google,Budget and modifiers,9k>6k budget ,Andrew,,,,,
22-Jan-2026,UK,UK_Brand-Plus,Budget and modifiers,1.6k>1.2k,Andrew,,,,,
27-Jan-2026,DE,EU-DE-Google-GA,Budget and modifiers,"$1,000",Andrew,"$2,000.00",,,,
27-Jan-2026,DE,EU-DE-Google-AMZ,Budget and modifiers,"$1,500",Andrew,3000,,,,
27-Jan-2026,DE,EU-DE-Google-Generic,Budget and modifiers,"$1,800",Andrew,"$3,500.00",,,,
27-Jan-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,"$2,000",Andrew,2200,,,,
27-Jan-2026,FR,EU-FR-Google-GA_Top,Budget and modifiers,"$1,200",Andrew,"$1,500.00",,,,
27-Jan-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,"$1,200",Andrew,"$2,800.00",,,,
27-Jan-2026,IT,EU-IT-Google-Generic,Budget and modifiers,"$1,300",Andrew,2900,,,,
27-Jan-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,$100,Andrew,$300.00,,,,
27-Jan-2026,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$100,Andrew,$200,,,,
27-Jan-2026,UK,EU-UK-Google-Generic,Budget and modifiers,"$1,900",Andrew,"$2,400.00",,,,
27-Jan-2026,UK,EU-UK-Google-GA,Budget and modifiers,500,Andrew,"$1,000.00",,,,
27-Jan-2026,ES,ES PV,Budget and modifiers,Changed CPT back to $70,Yun,,,,,
27-Jan-2026,ES,ES GA,Budget and modifiers,CPT $75>$60,Yun,,,,,
27-Jan-2026,DE,Brand Core,Budget and modifiers,Max CPC $16.5>$15,Yun,,,,,
29-Jan-2026,DE,PV,Budget and modifiers,tROAS 15%>16.5%,Yun,,,,,
2-Feb-2026,DE,EU-DE-Google-Generic,Budget and modifiers,$1800>$4.5K,Yun,,,,,
2-Feb-2026,DE,EU-DE-Google-GA,Budget and modifiers,$1K>$3K,Yun,,,,,
2-Feb-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,$100>$200,Yun,,,,,
2-Feb-2026,IT,EU-IT-Google-Generic,Budget and modifiers,$1300>$1700,Yun,,,,,
2-Feb-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,$1200>$1800,Yun,,,,,
2-Feb-2026,ES,EU-ES-Google-Product-Vertical,Budget and modifiers,"Min $50 Max $100> Min $100, Max $150",Yun,,,,,
2-Feb-2026,ES,"EU-ES-Google-Generic",Budget and modifiers,$1200>$1500,Yun,,,,,
2-Feb-2026,UK,GA Top,Budget and modifiers,$1.5K>$2.3K,Yun,,,,,
2-Feb-2026,UK,Generic,Budget and modifiers,$1.9K>$2.3K,Yun,,,,,
2-Feb-2026,UK,P-V,Budget and modifiers,$1K>$1.3K,Yun,,,,,
3-Feb-2026,FR,EU-FR-Google-Generic,Budget and modifiers,CPT $150>$140,Yun,,,,,
3-Feb-2026,FR,EU-FR-Google-GA_Top,Budget and modifiers,"Daily $1K>$800, Max CPC $40>$30",Yun,,,,,
3-Feb-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,Daily $2K>$1.5K,Yun,,,,,
4-Feb-2026,ES,ES Google AMZ,Budget and modifiers,$800>$500,Yun,,,,,
4-Feb-2026,ES,"EU-ES-Google-Generic",Budget and modifiers,"Reverted back to $1,200",Yun,,,,,
4-Feb-2026,ES,ES Google GA Top,Budget and modifiers,$250>$200,Yun,,,,,
5-Feb-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,$1800>$2500,Yun,,,,,
6-Feb-2026,IT,EU-IT-Google-GA,Budget and modifiers,Daily $100>$300,Yun,,,,,
9-Feb-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,$200>$800,Yun,,,,,
9-Feb-2026,IT,EU-IT-Google-GA,Budget and modifiers,$200>$800,Yun,,,,,
9-Feb-2026,IT,EU-IT-Google-Product,Budget and modifiers,$100>$500,Yun,,,,,
9-Feb-2026,IT,EU-IT-Google-Generic,Budget and modifiers,$1700>$2000,Yun,,,,,
9-Feb-2026,IT,EU IT Brand Plus,Budget and modifiers,$2600>$3000,Yun,,,,,
9-Feb-2026,UK,Google GA Top,Budget and modifiers,$2300>$2800,Yun,,,,,
9-Feb-2026,UK,Google GA,Budget and modifiers,$500>$800,Yun,,,,,
9-Feb-2026,UK,Google Generic,Budget and modifiers,$2300>$2500,Yun,,,,,
9-Feb-2026,FR,Google PV,Budget and modifiers,$500>$800,Yun,,,,,
9-Feb-2026,IT,Brand Plus Google,Budget and modifiers,Removed +75% dayparting to run ads all day,Yun,,,,,
9-Feb-2026,DE,Google Generic,Budget and modifiers,tROAS 12%>13%,Yun,,,,,
9-Feb-2026,DE,Google PV,Budget and modifiers,tROAS 16.5%>17%,Yun,,,,,
9-Feb-2026,DE,Google GA,Budget and modifiers,tROAS 12%>13%,Yun,,,,,
9-Feb-2026,DE,GA Top,Budget and modifiers,$1K>$800,Yun,,,,,
9-Feb-2026,DE,AMZ,Budget and modifiers,$1.5K>$2K,Yun,,,,,
9-Feb-2026,FR,Bing NB,Budget and modifiers,Max $200>$300,Yun,,,,,
9-Feb-2026,ES,Google Generic,Budget and modifiers,$1200>$2K,Yun,,,,,
9-Feb-2026,FR,EU-FR-Google-Generic,Budget and modifiers,"CPT $140>$145, Min $2.6>$2.8K, Max $3.1K>$3.2K",Yun,,,,,
10-Feb-2026,ES,ES Google AMZ,Budget and modifiers,$500>$1K,Yun,,,,,
11-Feb-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,$1.5K>$2K,Yun,,,,,
11-Feb-2026,DE,Brand Plus Google,Budget and modifiers,$6K>$7.8K,Yun,,,,,
11-Feb-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,$2500>$3K,Yun,,,,,
WK7,ES/IT/FR,Google campagins,Day parting,Loosen day parting schedule ,Yun,,,,,
11-Feb-2026,DE,Generic,Budget and modifiers,$4.5K>$5.5K,Yun,,,,,
12-Feb-2026,UK,Google GA Top,Budget and modifiers,$2800>$3K,Yun,,,,,
17-Feb-2026,UK,Google GA Top,Budget and modifiers,tROAS 9%>10.5%,Yun,,,,,
17-Feb-2026,UK,Generic,Budget and modifiers,tROAS 11%>12%,Yun,,,,,
17-Feb-2026,UK,Brand Plus,Budget and modifiers,tROAS 42%>45%,Yun,,,,,
17-Feb-2026,UK,AMZ,Budget and modifiers,tROAS 13%>14.5%,Yun,,,,,
17-Feb-2026,ES,EU-ES-Google-AMZ,Budget and modifiers,$800,Andrew,1000,,,,
17-Feb-2026,ES,EU-ES-Google-GA_Top,Budget and modifiers,$100,Andrew,200,,,,
17-Feb-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,"$3,500",Andrew,"$3,000.00",,,,
17-Feb-2026,IT,EU-IT-Google-Product,Budget and modifiers,$600,Andrew,$400.00,,,,
17-Feb-2026,IT,EU-IT-Google-Generic,Budget and modifiers,Min $2000 Max $3k and tCPT of $210 CPT,Andrew,2000k daily,,,,
17-Feb-2026,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$200,Andrew,$100,,,,
17-Feb-2026,FR,EU-FR-Google-GA,Budget and modifiers,$300,Andrew,100,,,,
17-Feb-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,"$2,400",Andrew,"$2,000.00",,,,
17-Feb-2026,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$1,100",Andrew,800,,,,
17-Feb-2026,FR,EU-FR-Google-Generic,Budget and modifiers,"$150.00
Min: $3000.00
Max: $3,500.00",Andrew,"$145.00
Min: $2,800.00
Max: $3,200.00",,,,
17-Feb-2026,FR,EU-FR-Google-GA_Top,Budget and modifiers,"$1,500",Andrew,$800.00,,,,
17-Feb-2026,DE,EU-DE-Google-GA,Budget and modifiers,"$3,600",Andrew,"$3,000.00",,,,
17-Feb-2026,DE,EU-DE-Google-AMZ,Budget and modifiers,"$3,500",Andrew,"$2,500.00",,,,
17-Feb-2026,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,$700,Andrew,500,,,,
17-Feb-2026,DE,EU-DE-Google-Generic,Budget and modifiers,"$6,500",Andrew,"$5,000.00",,,,
17-Feb-2026,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$1,200",Andrew,800,,,,
19-Feb-2026,FR,EU-FR-Google-GA_Top,Budget and modifiers,"$1,700",Andrew,"$1,500",,,,
23-Feb-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,$800>$500,Yun,Changed due to 22% tax change Feb 26,,,,
23-Feb-2026,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$200>$100,Yun,Changed due to 22% tax change Feb 26,,,,
23-Feb-2026,IT,EU-IT-Google-Product,Budget and modifiers,$600>$350,Yun,Changed due to 22% tax change Feb 26,,,,
23-Feb-2026,IT,EU-IT-Google-Generic,Budget and modifiers,Max $3K>$2.6K.,Yun,Changed due to 22% tax change Feb 26,,,,
23-Feb-2026,FR,EU-FR-Google-Generic,Budget and modifiers,"Min $3.1K>$3.2K. Max $3.5K>$3,6K",Yun,,,,,
23-Feb-2026,FR,EU-FR-Google-Brand-Plus,Budget and modifiers,Min $500>$600,Yun,,,,,
23-Feb-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,$2.4K>$2.6K,Yun,,,,,
23-Feb-2026,DE,GA,Budget and modifiers,tROAS 13%>14%,Yun,,,,,
23-Feb-2026,DE,AMZ,Budget and modifiers,tROAS 11%>12%,Yun,,,,,
23-Feb-2026,DE,GA Top,Budget and modifiers,$1.2K>$1.6K,Yun,,,,,
23-Feb-2026,DE,Generic,Budget and modifiers,$6.5K>$7K,Yun,,,,,
23-Feb-2026,UK,Brand Plus,Budget and modifiers,tROAS 45%>47%,Yun,,,,,
23-Feb-2026,UK,AMZ,Budget and modifiers,$500>$800,Yun,,,,,
23-Feb-2026,UK,UK Generic,Budget and modifiers,$2.5>$2.7K,Yun,,,,,
23-Feb-2026,UK,GA,Budget and modifiers,$800>$900,Yun,,,,,
23-Feb-2026,UK,PV,Budget and modifiers,$1.3>$1.5K,Yun,,,,,
23-Feb-2026,DE,EU-DE-Google-GA,Budget and modifiers,"$4,500",Andrew,"$3,600.00",,,,
23-Feb-2026,DE,EU-DE-Google-AMZ,Budget and modifiers,"$5,500",Andrew,"$3,500.00",,,,
23-Feb-2026,DE,EU-DE-Google-Generic,Budget and modifiers,"$9,000",Andrew,7000,,,,
23-Feb-2026,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$3,000",Andrew,"$1,600.00",,,,
23-Feb-2026,DE,EU-DE-Brand-Plus,Budget and modifiers,30% tROAS,Andrew,32%,,,,
23-Feb-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,"CPT $150.00
Min: $3,000.00
Max: $4,000.00
",Andrew,Daily 3500,,,,
23-Feb-2026,IT,EU-IT-Google-Brand-Plus,Budget and modifiers,"$115.00
Min: $2,000.00
Max: $3,500.00",Andrew,"$3,000.00",,,,
25-Feb-2026,DE,EU-DE-Google-AMZ,Budget and modifiers,"$6,500.00",Andrew,"$5,500.00",,,,
23-Feb-2026,DE,EU-DE-Google-Generic,Budget and modifiers,"$10,000",Andrew,"$9,000",,,,
2-Mar-2026,DE,Google AMZ,Budget and modifiers,tROAS 12%>13.8%,Yun,,,,,
2-Mar-2026,DE,Google GA Top,Budget and modifiers,tROAS increased to 14%,Yun,,,,,
2-Mar-2026,UK,GA,Budget and modifiers,tROAS 10.5%>11.5%,Yun,,,,,
2-Mar-2026,UK,EU-UK-Google-Generic,Budget and modifiers,"$2,300",Andrew,"$2,700.00",,,,
2-Mar-2026,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$2,600",Andrew,"$3,000",,,,
2-Mar-2026,UK,EU-UK-Google-GA,Budget and modifiers,800,Andrew,$900.00,,,,
2-Mar-2026,DE,EU-DE-Google-GA,Budget and modifiers,"$3,500",Andrew,"$4,500.00",,,,
2-Mar-2026,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,$500,Andrew,1000,,,,
2-Mar-2026,DE,EU-DE-Google-Generic,Budget and modifiers,"$5,000",Andrew,7000,,,,
2-Mar-2026,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$1,800",Andrew,"$4,000.00",,,,
2-Mar-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,"$2,000",Andrew,2600,,,,
2-Mar-2026,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,$900,Andrew,"$1,100.00",,,,
2-Mar-2026,FR,EU-FR-Google-Generic,Budget and modifiers,"Min: $3,000.00",Andrew,"Min: $3,200.00",,,,
2-Mar-2026,IT,EU-IT-Google-GA,Budget and modifiers,"$1,200",Andrew,$800.00,,,,
2-Mar-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,"$170.00
Min: $3,500.00
Max: $4,000.00",Andrew,"$150.00
Min: $3,000.00
Max: $4,000.00",,,,
2-Mar-2026,IT,EU-IT-Google-Product,Budget and modifiers,$550,Andrew,$350.00,,,,
2-Mar-2026,IT,EU-IT-Google-Generic,Budget and modifiers,"	
$200.00
Min: $2,000.00
Max: $3,000.00",Andrew,"	
$210.00
Min: $2,200.00
Max: $3,000.00",,,,
2-Mar-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,$800,Andrew,$500.00,,,,
2-Mar-2026,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,800",Andrew,"$2,000.00",,,,
2-Mar-2026,ES,EU-ES-Google-AMZ,Budget and modifiers,$700,Andrew,$800.00,,,,
3-Mar-2026,DE,EU-DE-Google-AMZ,Budget and modifiers,5.5K>3K,Yun,HIghest CPA after the budget increased. Budget around $3K/day,,,,
3-Mar-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,Change to optimize to EFID Refmarker REg 2,Andrew,,,,,
3-Mar-2026,FR,EU-FR-Google-GA_Top,Budget and modifiers,Change to optimize to EFID Refmarker REg 2,Andrew,,,,,
3-Mar-2026,FR,EU-FR-Google-Product-Verti,Budget and modifiers,Change to optimize to EFID Refmarker REg 2,Andrew,,,,,
3-Mar-2026,FR,EU-FR-Google-GA,Budget and modifiers,Change to optimize to EFID Refmarker REg 2,Andrew,,,,,
3-Mar-2026,ES,EU-ES-Google-Generic,Budget and modifiers,Change to optimize to EFID Refmarker REg 2,Andrew,,,,,
3-Mar-2026,ES,EU-ES-Google-AMZ,Budget and modifiers,Change to optimize to EFID Refmarker REg 2,Andrew,,,,,
3-Mar-2026,ES,EU-ES-Google-GA_Top,Budget and modifiers,Change to optimize to EFID Refmarker REg 2,Andrew,,,,,
3-Mar-2026,ES,EU-ES-Google-GA,Budget and modifiers,Changed to Daily Bid Strat and EFID Refmarker REg 2,Andrew,,,,,
3-Mar-2026,ES,EU-ES-Google-Product-Vertic,Budget and modifiers,Changed to Daily Bid Strat and EFID Refmarker REg 2,Andrew,,,,,
4-Mar-2026,UK,EU-UK-Google-AMZ,Budget and modifiers,tROAS 14.5%>16%,Yun,,,,,
4-Mar-2026,DE,EU-DE-Google-Generic,Budget and modifiers,tROAS 13%>14%,Yun,,,,,
5-Mar-2026,IT,All,Keywords,Removed ps_kw_s= on enabled kws in IT,Andrew,,,,,
5-Mar-2026,ESITFR,OCI,OCI,change sub account from client to this manager in EU3 JP CA,Stacey,,,,,Stacey
6-Mar-2026,FR,All,Budget and modifiers,Decreased Budgets due to overpacing,Andrew,,,,,
6-Mar-2026,UK,All,Budget and modifiers,Decreased Budgets due to overpacing,Andrew,,,,,
6-Mar-2026,DE,EU-DE-Google-Brand Plus,Budget and modifiers,tROAS 30%>32%,Andrew,Highest CPA,,,,
6-Mar-2026,DE,All,Budget and modifiers,Decreased Budgets due to overpacing,Andrew,,,,,
6-Mar-2026,UK,All,Budget and modifiers,Launched Ad Copy Test across all of NB based on AMZ performance (PH 2). Paused all Poor and Average ads within ad groups of 3 ads,Andrew,https://quip-amazon.com/F8FkALtsscdL/PS-Testing-Ad-Copy-Updates#temp:C:KCY87c1544e46b14d0c8f1c27f4a,,,,
9-Mar-2026,UK,GA,Budget and modifiers,tROAS 11.5%>12.5%,Yun,,,,,
9-Mar-2026,UK,Generic,Budget and modifiers,tROAS 12%>13%,Yun,,,,,
9-Mar-2026,IT,EU-IT-Google-Generic,AMO,Exluded Feb 26th - March 22th within portfolio settings in AMO,Andrew,No reg data due to OCI testing ,,,,
9-Mar-2026,FR,EU-FR-Google-Generic,AMO,Exluded Feb 26th - March 22th within portfolio settings in AMO,Andrew,No reg data due to OCI testing ,,,,
9-Mar-2026,ES,EU-ES-Google-Generic,AMO,Exluded Feb 26th - March 22th within portfolio settings in AMO,Andrew,No reg data due to OCI testing ,,,,
9-Mar-2026,ES,EU-ES-Google-AMZ,AMO,Exluded Feb 26th - March 22th within portfolio settings in AMO,Andrew,No reg data due to OCI testing ,,,,
9-Mar-2026,ES,EU-ES-Google-Generic,Budget and modifiers,"$2,300",Andrew,"$2,200.00",,,,
9-Mar-2026,IT,EU-IT-Google-Generic,Budget and modifiers,"	
$200.00
Min: $1800.00
Max: $3,000.00",Andrew,"	
$200.00
Min: $2000.00
Max: $3,000.00",,,,
9-Mar-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,$700,Andrew,$800.00,,,,
