Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
espejos de bolsillo mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,4,1,3.05,3.05,13,83.22,Converting KW
plumas bic mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.05,3.05,18,109.3,Converting KW
juguetes al mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,8,1,3.05,3.05,18,109.3,Converting KW
servilleteros para restaurante,"""suministros para restaurantes""",Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,12,2,3.05,1.53,2,128.3,Converting KW
micas por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.05,3.05,18,109.3,Converting KW
distribuidora de zapatos al por mayor,"""distribuidores de calzado""",Exact match (close variant),MX - Shops,Shops_Distributors_Clothing_Phrase,2,1,3.05,3.05,0,,Zero-Reg KW
mayoreo de audifonos,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,1,3.05,3.05,18,109.3,Converting KW
bolsas importadas mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,3.05,3.05,18,109.3,Converting KW
proveedores de quesos para restaurantes,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,4,1,3.04,3.04,6,206.28,Converting KW
modelos de escritorio para oficina,[escritorios para oficina],Exact match (close variant),MX - Office,Office Furniture_Exact,1,1,3.04,3.04,2,74.14,Converting KW
lonchera plastico mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,3.04,3.04,18,109.3,Converting KW
sombreros por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,2,3.04,1.52,18,109.3,Converting KW
termos de acero inoxidable mayoreo guadalajara,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.04,3.04,13,83.22,Converting KW
bolsas de papel mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,3.04,3.04,13,83.22,Converting KW
refrescos por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,2,3.04,1.52,18,109.3,Converting KW
máquinas de café para negocio pequeño,"""máquinas de café profesionales""",Phrase match (close variant),MX - Food,Coffee Machines_Phrase,7,2,3.03,1.52,1,136.65,Converting KW
plumas por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,1,3.03,3.03,18,109.3,Converting KW
amazon vendor,"""amazon business""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,8,1,3.03,3.03,2,153.85,Converting KW
descargar factura de amazon,[descargar factura de amazon],Exact match,MX - Invoice AMZ,Invoicing_Exact,2,1,3.03,3.03,0,,Zero-Reg KW
libretas economicas por mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,3,2,3.03,1.52,15,101.18,Converting KW
como facturar una compra en amazon,"""como facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,18,2,3.03,1.52,11,98.78,Converting KW
gorras de mayoreo en guadalajara,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.03,3.03,13,83.22,Converting KW
playeras lisas para hombre mayoreo,"""camisetas para hombre al por mayor""",Phrase match (close variant),MX - Apparel,Tops Men_Wholesales_Phrase,3,2,3.03,1.52,0,,Zero-Reg KW
sillas y mesas para eventos por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,3.03,3.03,18,109.3,Converting KW
colchonetas mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.03,3.03,18,109.3,Converting KW
cierres mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,3.02,3.02,18,109.3,Converting KW
cupon amazon business,"""amazon business""",Phrase match,MX - Brand Phrase,Pure_Phrase,97,20,3.02,0.15,2,153.85,Converting KW
compra de pacas de ropa americana,"""comprar ropa para vender""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,4,2,3.02,1.51,6,43.0,Converting KW
cosas de papeleria,[material papelería],Exact match (close variant),MX - Office,Products_Exact,18,2,3.02,1.51,0,,Zero-Reg KW
airpods en mayoreo,"""productos electrónicos al por mayor""",Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,3,2,3.02,1.51,0,,Zero-Reg KW
separadores de archiveros,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,8,2,3.02,1.51,1,662.23,Converting KW
archivero oficio,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,7,2,3.02,1.51,1,662.23,Converting KW
proveedores de uniformes de fútbol por mayoreo,"""ropa deportiva al por mayor""",Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,10,2,3.02,1.51,3,114.87,Converting KW
fruta deshidratada mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.02,3.02,13,83.22,Converting KW
frascos vidrio mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.01,3.01,13,83.22,Converting KW
calentador de platos para restaurante,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,4,1,3.01,3.01,0,,Zero-Reg KW
proveedores de celulares al por mayor,"""mayorista de equipos""",Phrase match (close variant),MX - Crafts,Professional Tools_Wholesalers_Phrase,2,1,3.01,3.01,5,56.94,Converting KW
equipo de cocina de un restaurante,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,2,1,3.01,3.01,0,,Zero-Reg KW
proveedores de dulces al mayoreo para negocio,"""mayoristas de dulces""",Phrase match (close variant),MX - Food,Food_Wholesalers_Phrase,29,4,3.01,0.75,1,94.31,Converting KW
comandera para restaurante,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,1,1,3.01,3.01,0,,Zero-Reg KW
sopa maruchan por mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,8,2,3.01,1.51,6,206.28,Converting KW
playeras oversize mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,11,2,3.01,1.51,18,109.3,Converting KW
bolsas americanas por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.01,3.01,18,109.3,Converting KW
proveedor de memorias usb,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,3,2,3.01,1.51,4,142.51,Converting KW
trapos restaurante,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,1,1,3.0,3.0,0,,Zero-Reg KW
refrigerador para cocina industrial,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,2,1,3.0,3.0,0,,Zero-Reg KW
frazadas por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,3.0,3.0,18,109.3,Converting KW
maquina de tortillas para restaurante,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,3,1,3.0,3.0,0,,Zero-Reg KW
venta de tacos de canasta por mayoreo cdmx,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,2,2,3.0,1.5,6,206.28,Converting KW
danonino mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,3,2,3.0,1.5,6,206.28,Converting KW
freidoras industriales baratas,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,2,1,2.99,2.99,0,,Zero-Reg KW
cerveza mayoreo,"""distribuidor de bebidas""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,14,2,2.99,1.5,7,59.86,Converting KW
bolsas pvc mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,2.99,2.99,18,109.3,Converting KW
tortilleros de plástico por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,5,1,2.99,2.99,18,109.3,Converting KW
proveedores de articulos de belleza,[productos de belleza al por mayor],Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,5,1,2.99,2.99,0,,Zero-Reg KW
distribuidor de cosas chinas,"""suministro distribuidor""",Phrase match (close variant),MX - Generic,Procurement_Suppliers_Phrase,2,1,2.99,2.99,2,153.75,Converting KW
accesorios para celulares mayoreo,"""productos electrónicos al por mayor""",Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,12,3,2.99,1.0,0,,Zero-Reg KW
proveedor de perfumes,[perfume al por mayor],Exact match (close variant),MX - Beauty,Fragrance_Wholesale_Exact,20,4,2.99,0.75,0,,Zero-Reg KW
compra a mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,4,2,2.99,1.5,5,48.47,Converting KW
alcohol mayoreo,"""distribuidor de bebidas""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,9,2,2.99,1.5,7,59.86,Converting KW
vasos con popote mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,8,2,2.99,1.5,15,101.18,Converting KW
cosas por mayoreo para vender,[artículos al por mayor],Exact match (close variant),MX - Generic,Wholesales_Products_Exact,24,4,2.99,0.75,0,,Zero-Reg KW
bolsas cosmetiqueras mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,5,1,2.99,2.99,18,109.3,Converting KW
máquinas de panadería,"""equipamiento comercial""",Phrase match (close variant),MX - Generic,Enterprises_Products_Phrase,1,1,2.99,2.99,2,146.94,Converting KW
venta por mayoreo de cosmeticos,[productos de belleza al por mayor],Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,2,1,2.99,2.99,0,,Zero-Reg KW
dulces importados mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,2.99,2.99,13,83.22,Converting KW
insumos para restaurante,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,2,1,2.98,2.98,0,,Zero-Reg KW
proveedor mayorista,[venta al por mayor],Exact match (close variant),MX - Generic,Wholesales_Exact,16,1,2.98,2.98,0,,Zero-Reg KW
proveedores de harina para pan,"""distribuidor de productos de alimentación""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,7,2,2.98,1.49,4,73.68,Converting KW
horno industrial precio,"""distribuidor de hornos""",Phrase match (close variant),MX - Crafts,Professional Tools_Distributor_Phrase,4,2,2.98,1.49,0,,Zero-Reg KW
sillas para oficina office depot,"""equipamiento escritorio""",Phrase match (close variant),MX - Office,Generic_Phrase,3,2,2.98,1.49,0,,Zero-Reg KW
sillas para cafeteria baratas,"""muebles para bar""",Phrase match (close variant),MX - Food,Furniture_Restaurant_Phrase,3,1,2.98,2.98,0,,Zero-Reg KW
proveedores de marcas,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,1,2,2.98,1.49,4,142.51,Converting KW
bodegas de amazon en mexico,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,2,1,2.98,2.98,13,167.13,Converting KW
diferencia entre amazon business y normal,"""amazon business""",Phrase match,MX - Brand Phrase,Pure_Phrase,2,1,2.98,2.98,2,153.85,Converting KW
bocinas jbl mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,2.98,2.98,13,83.22,Converting KW
sandalias económicas por mayoreo,"""distribuidores de calzado""",Phrase match (close variant),MX - Shops,Shops_Distributors_Clothing_Phrase,1,1,2.98,2.98,0,,Zero-Reg KW
hornos para pasteleria,"""equipamiento comercial""",Phrase match (close variant),MX - Generic,Enterprises_Products_Phrase,3,1,2.98,2.98,2,146.94,Converting KW
tiendas mayoristas,[venta al por mayor],Exact match (close variant),MX - Generic,Wholesales_Exact,23,4,2.98,0.75,0,,Zero-Reg KW
www ogogroup com mx,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,6,1,2.97,2.97,8,107.77,Converting KW
venta de playeras de algodón por mayoreo,"""distribuidores de camisetas""",Phrase match (close variant),MX - Apparel,Tops_Distributor_Phrase,2,2,2.97,1.49,2,46.58,Converting KW
papel higiénico por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,2.97,2.97,18,109.3,Converting KW
mesa baño maria segunda mano,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,2,1,2.97,2.97,0,,Zero-Reg KW
refrigeradores para cocina restaurante,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,2,1,2.97,2.97,0,,Zero-Reg KW
pines al mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,5,1,2.97,2.97,18,109.3,Converting KW
memorias usb mayoreo económicas,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,2.97,2.97,18,109.3,Converting KW
mayoreo usb,"""productos electrónicos al por mayor""",Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,2,1,2.97,2.97,0,,Zero-Reg KW
filtro de agua para restaurante,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,2,1,2.97,2.97,0,,Zero-Reg KW
plásticos para el hogar mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,10,2,2.97,1.49,18,109.3,Converting KW
copas de plastico mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,1,2.97,2.97,18,109.3,Converting KW
usb por mayoreo,"""productos electrónicos al por mayor""",Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,6,2,2.96,1.48,0,,Zero-Reg KW
papelería mayoreo en línea,"""distribuidor para negocios""",Phrase match (close variant),MX - Generic,Distributors_Enterprises_Phrase,4,1,2.96,2.96,1,293.12,Converting KW
mini botellas de licor mayoreo,"""proveedores de licor""",Phrase match (close variant),MX - Food,Drinks_Suppliers_Phrase,4,1,2.96,2.96,0,,Zero-Reg KW
perfumes originales por mayoreo,"""proveedor de perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,6,2,2.96,1.48,4,162.04,Converting KW
sierra torrey jr precio,"""equipamiento comercial""",Phrase match (close variant),MX - Generic,Enterprises_Products_Phrase,1,1,2.96,2.96,2,146.94,Converting KW
mayoristas cctv,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,1,1,2.96,2.96,8,107.77,Converting KW
busco distribuidores,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,2,2,2.96,1.48,7,154.55,Converting KW
https vendorcentral amazon com mx,"""amazon para empresas""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,2,1,2.96,2.96,6,100.37,Converting KW
venta de sombrillas por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,2.96,2.96,18,109.3,Converting KW
proveedores de fundas para celulares,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,4,2,2.96,1.48,4,142.51,Converting KW
cajas de galletas por mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,9,2,2.96,1.48,6,206.28,Converting KW
tiendas mayoristas en puebla,"""distribuidor para negocios""",Phrase match (close variant),MX - Generic,Distributors_Enterprises_Phrase,3,1,2.95,2.95,1,293.12,Converting KW
proveedores de productos de belleza al por mayor,[productos de belleza al por mayor],Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,5,1,2.95,2.95,0,,Zero-Reg KW
charolas mesero,"""suministros para hostelería""",Phrase match (close variant),MX - Food,Generic_Phrase,2,1,2.95,2.95,0,,Zero-Reg KW
papel de baño por mayoreo,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,8,3,2.95,0.98,3,90.98,Converting KW
compra de productos por mayoreo,[comprar al por mayor en línea],Exact match (close variant),MX - Generic,Wholesales_Exact,3,1,2.95,2.95,1,123.98,Converting KW
vasos de chupon mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,5,2,2.95,1.48,18,109.3,Converting KW
gel antibacterial de bolsillo mayoreo,"""artículos al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,7,2,2.95,1.48,8,164.87,Converting KW
todo para la oficina,[suministros oficina],Exact match (close variant),MX - Office,Generic_Exact,1,1,2.95,2.95,0,,Zero-Reg KW
vitrinas para carniceria usadas,"""equipamiento comercial""",Phrase match (close variant),MX - Generic,Enterprises_Products_Phrase,2,1,2.94,2.94,2,146.94,Converting KW
termos de acero inoxidable mayoreo,"""artículos al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,5,2,2.94,1.47,8,164.87,Converting KW
