Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
hair mask wholesale,"""hair wholesale""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,2,1,7.86,7.86,1,219.62,Converting KW
wholesale salmon for sale,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,7.86,7.86,0,,Zero-Reg KW
scrunchies bulk order,"""hair accessories bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Accessories_Bulk_Phrase,2,1,7.85,7.85,0,,Zero-Reg KW
dry fruit empty boxes wholesale,"""bulk packaging""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.85,7.85,0,,Zero-Reg KW
hprt printer,"""office electronics""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,17,3,7.84,2.61,0,,Zero-Reg KW
bulk soap bars,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.84,7.84,0,,Zero-Reg KW
wholesale hair accessories,"""hair wholesale""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,5,2,7.84,3.92,1,219.62,Converting KW
lighter bulk pack,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.83,7.83,0,,Zero-Reg KW
bulk buy coffee pods,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,7.83,7.83,0,,Zero-Reg KW
bac water in bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,2,7.83,3.92,0,,Zero-Reg KW
wholesale clearance sale,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,7.83,7.83,0,,Zero-Reg KW
bulk purchase online,"""purchasing large quantities""",Exact match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,7.83,7.83,0,,Zero-Reg KW
wholesale bulk snacks australia,"""foods wholesalers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesalers_Phrase,2,2,7.83,3.92,2,370.08,Converting KW
dell enterprise laptops,"""computers for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,3,2,7.83,3.92,2,406.79,Converting KW
disinfectant wipes in bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.82,7.82,0,,Zero-Reg KW
jewellery packaging boxes wholesale,"""bulk packaging""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,2,7.82,3.91,0,,Zero-Reg KW
bulk buying groceries,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,7,1,7.81,7.81,0,,Zero-Reg KW
corporate notebook,"""seller stationery""",Phrase match (close variant),AU_Generic_P-V_Office,Sellers_Phrase,1,1,7.8,7.8,0,,Zero-Reg KW
office supplies near me,"""office supplies""",Phrase match,AU_Generic_P-V_Office,Office_Phrase,16,2,7.8,3.9,0,,Zero-Reg KW
bulk lollies melbourne,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,11,2,7.8,3.9,4,194.0,Converting KW
merkandi australia,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,12,2,7.8,3.9,0,,Zero-Reg KW
bulk t shirts under $1 australia,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,8,3,7.8,2.6,0,,Zero-Reg KW
buy wholesale clothing for resale,"""wholesale goods""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,7.8,7.8,0,,Zero-Reg KW
wholesale chocolates,[chocolate wholesalers],Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesalers_Exact,6,2,7.79,3.9,0,,Zero-Reg KW
selling digital on amazon,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,1,7.79,7.79,23,111.21,Converting KW
monster wholesale,"""beverages wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,6,2,7.79,3.9,0,,Zero-Reg KW
bulk mentos,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,15,2,7.79,3.9,4,194.0,Converting KW
coke cans bulk,"""bulk drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,5,3,7.79,2.6,1,393.9,Converting KW
600ml coke 24 pack wholesale,"""beverages wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,3,1,7.79,7.79,0,,Zero-Reg KW
all cleaner,[all purpose cleaners],Exact match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,2,1,7.79,7.79,0,,Zero-Reg KW
rolled oats bulk buy,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,7.78,7.78,0,,Zero-Reg KW
amazon white label brands,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,1,7.78,7.78,23,111.21,Converting KW
wholesale tops,"""wholesale casual""",Phrase match (close variant),AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,2,2,7.78,3.89,0,,Zero-Reg KW
bulk sprouting seeds,"""bulk seeds""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,7.78,7.78,0,,Zero-Reg KW
amazon business prices,[amazon business prime cost],Exact match (close variant),AU_Brand_Exact,Prime_Exact,2,1,7.77,7.77,0,,Zero-Reg KW
b2b wholesale australia,"""b2b distribution""",Phrase match (close variant),AU_Generic,B2B_Enterprise_Phrase,2,1,7.77,7.77,0,,Zero-Reg KW
wholesale oats,"""bulk fresh foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,7.77,7.77,1,231.44,Converting KW
wholesale shop,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,7.76,7.76,0,,Zero-Reg KW
bulk suppliers australia,"""purchasing large quantities""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,5,1,7.76,7.76,0,,Zero-Reg KW
wholesale hair supplies australia,"""cosmetic salon wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,9,1,7.76,7.76,0,,Zero-Reg KW
free dropshipping suppliers australia,"""suppliers products""",Phrase match (close variant),AU_Generic,Suppliers_Products_Phrase,2,1,7.75,7.75,0,,Zero-Reg KW
wholesale tea towels australia,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,3,2,7.75,3.88,0,,Zero-Reg KW
bulk organic food online australia,"""bulk fresh foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,7.74,7.74,1,231.44,Converting KW
wholesale wheat,"""bulk fresh foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,3,1,7.74,7.74,1,231.44,Converting KW
mason jars wholesale,"""jars wholesale""",Phrase match,AU_Generic_P-V_Food,Plates_Wholesale_Phrase,4,2,7.74,3.87,2,192.21,Converting KW
how to start ecommerce business in australia,"""companies business""",Phrase match (close variant),AU_Generic,Enterprises_Shop_Phrase,4,1,7.74,7.74,0,,Zero-Reg KW
dnd gel polish wholesale australia,"""nail care products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Distributors_Phrase,6,2,7.74,3.87,2,186.46,Converting KW
wholesale milk suppliers brisbane,"""beverages wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,7.73,7.73,0,,Zero-Reg KW
bulk buy items to sell,"""purchasing large quantities""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,2,1,7.73,7.73,0,,Zero-Reg KW
cheap bulk spices australia,"""bulk seasoning""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,5,2,7.73,3.87,4,52.02,Converting KW
frozen churros supplier,"""wholesale foodstuffs""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,2,2,7.73,3.87,0,,Zero-Reg KW
cheap bulk t shirts,"""t-shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,2,7.72,3.86,0,,Zero-Reg KW
bulk food online australia,"""buy bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,7,2,7.72,3.86,0,,Zero-Reg KW
wholesale cake supplier,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,7.71,7.71,3,155.66,Converting KW
business cards printing,[business cards online],Exact match (close variant),AU_Generic_P-V_Office,Office-Supplies_Exact,15,2,7.71,3.86,0,,Zero-Reg KW
amazon business apk,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,4,1,7.71,7.71,9,124.87,Converting KW
needoh wholesale,"""suppliers toys""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Suppliers_Phrase,5,1,7.71,7.71,0,,Zero-Reg KW
bulk easter eggs melbourne,"""bulk easter sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,6,2,7.71,3.86,0,,Zero-Reg KW
body butter jars wholesale,"""jars wholesale""",Phrase match,AU_Generic_P-V_Food,Plates_Wholesale_Phrase,2,2,7.71,3.86,2,192.21,Converting KW
monster energy drinks wholesale,"""beverages wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,2,1,7.7,7.7,0,,Zero-Reg KW
commercial mop,[professional mops],Exact match (close variant),AU_Generic_P-V_Janitorial,Floor-Care_Exact,31,1,7.7,7.7,0,,Zero-Reg KW
best place to buy bulk,"""bulk distributor""",Phrase match (close variant),AU_Generic,Bulk_Distributors_Phrase,1,1,7.7,7.7,0,,Zero-Reg KW
desk whiteboard,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,15,2,7.69,3.85,0,,Zero-Reg KW
retail arbitrage amazon australia,"""amazon business au""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,1,7.69,7.69,3,370.2,Converting KW
orange power bulk,"""bulk cleaning""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,1,1,7.69,7.69,0,,Zero-Reg KW
bulk buy groceries australia,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,4,2,7.69,3.85,0,,Zero-Reg KW
gatorade wholesale,"""beverages wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,4,1,7.69,7.69,0,,Zero-Reg KW
redbull wholesaler,"""beverages wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,7.69,7.69,0,,Zero-Reg KW
hair brush wholesale,"""hair wholesale""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,1,1,7.69,7.69,1,219.62,Converting KW
bulk tote bags australia,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,4,2,7.68,3.84,0,,Zero-Reg KW
seekdeal,"""b2b shop""",Phrase match (close variant),AU_Generic,B2B_Marketplace_Phrase,1,1,7.68,7.68,0,,Zero-Reg KW
amazon business first purchase offer,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,2,1,7.68,7.68,9,124.87,Converting KW
buy stationery in bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.68,7.68,0,,Zero-Reg KW
how much is amazon business account,[amazon business account fees],Exact match (close variant),AU_Brand_Exact,Account_Exact,2,1,7.67,7.67,0,,Zero-Reg KW
dried fruit bulk suppliers,"""wholesale items""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,7.67,7.67,0,,Zero-Reg KW
online stationery stores,"""order stationery""",Exact match (close variant),AU_Generic_P-V_Office,Stationery_Phrase,2,2,7.67,3.84,0,,Zero-Reg KW
bulk cotton shirts,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.66,7.66,0,,Zero-Reg KW
small business wholesale suppliers australia,"""distributor supply""",Phrase match (close variant),AU_Generic,Procurement_Distributors_Phrase,1,1,7.66,7.66,0,,Zero-Reg KW
dickies wholesale australia,"""clothing wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesale_Clothing,1,1,7.66,7.66,0,,Zero-Reg KW
amazon business account sign up,[amazon business account sign up],Exact match,AU_Brand_Exact,Account_Exact,6,2,7.65,3.83,2,20.79,Converting KW
bulk lollipops,"""bulk buy sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,3,2,7.64,3.82,1,385.63,Converting KW
wholesale cooking chocolate,"""wholesale chocolate""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,7.64,7.64,0,,Zero-Reg KW
cleaning products for cleaning business,"""industrial cleaning products""",Exact match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,2,1,7.64,7.64,0,,Zero-Reg KW
nail polish wholesale,"""nail care products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Distributors_Phrase,3,2,7.64,3.82,2,186.46,Converting KW
energy drink bulk,"""bulk drinks""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,7,2,7.64,3.82,1,393.9,Converting KW
bulk tea towels,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,10,1,7.63,7.63,0,,Zero-Reg KW
kitchenware wholesale suppliers,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.62,7.62,0,,Zero-Reg KW
cleaning products bulk,[bulk cleaning supplies],Exact match (close variant),AU_Generic_P-V_Janitorial,Supply_Bulk_Exact,6,1,7.62,7.62,0,,Zero-Reg KW
nike socks bulk,"""socks distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Distributors_Phrase,7,1,7.62,7.62,0,,Zero-Reg KW
deodorant bulk,[wholesale deodorants],Exact match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Wholesale_Exact,2,1,7.62,7.62,0,,Zero-Reg KW
cocobella wholesale,"""wholesale drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,2,1,7.62,7.62,0,,Zero-Reg KW
confectionery bulk,[wholesale sweets],Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Exact,2,1,7.62,7.62,0,,Zero-Reg KW
bulk towels wholesale,"""wholesale goods""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,7.62,7.62,0,,Zero-Reg KW
sprayway glass cleaner australia,"""cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Phrase,7,2,7.61,3.81,0,,Zero-Reg KW
amazon bulk buy,"""bulk distributor""",Phrase match (close variant),AU_Generic,Bulk_Distributors_Phrase,7,2,7.6,3.8,0,,Zero-Reg KW
cheap wholesale baskets,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.6,7.6,0,,Zero-Reg KW
soft drink wholesalers near me,"""drinks wholesale market""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,3,1,7.6,7.6,4,146.61,Converting KW
candy bulk,"""buy bulk sweets""",Exact match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,7,2,7.6,3.8,4,194.0,Converting KW
foil bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.59,7.59,0,,Zero-Reg KW
asia wholesale,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,7.59,7.59,3,155.66,Converting KW
commercial kitchen equipment,"""hospitality equipment""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Hospitality_Phrase,8,2,7.59,3.8,0,,Zero-Reg KW
office desk partitions,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,7.59,7.59,0,,Zero-Reg KW
how to set up an amazon account for a business,[how to set up a business amazon account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,2,1,7.59,7.59,4,110.35,Converting KW
smoothie wholesale,"""beverages wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,7.59,7.59,0,,Zero-Reg KW
red bull wholesale,"""wholesale drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,2,1,7.58,7.58,0,,Zero-Reg KW
amazon driver franchise,"""amazon for business""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,1,7.57,7.57,15,116.42,Converting KW
buy from wholesaler,"""purchasing bulk""",Exact match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,7.57,7.57,0,,Zero-Reg KW
jewelry wholesale supplies,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,3,2,7.57,3.79,0,,Zero-Reg KW
bulk tea towels australia,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,6,1,7.56,7.56,0,,Zero-Reg KW
bulk buy pads,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,7.56,7.56,0,,Zero-Reg KW
wholesale food suppliers to the public,"""foodstuffs wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,21,2,7.56,3.78,1,377.15,Converting KW
plain white t shirts bulk,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,7,2,7.56,3.78,0,,Zero-Reg KW
barber supply wholesale,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,1,1,7.56,7.56,7,140.77,Converting KW
small business printers,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,2,2,7.55,3.78,0,,Zero-Reg KW
wholesale medical supplies,"""equipment wholesale""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,2,1,7.55,7.55,0,,Zero-Reg KW
chocolate wholesalers near me,"""wholesale chocolate""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,2,1,7.54,7.54,0,,Zero-Reg KW
commercial cleaning chemicals,"""buy janitorial""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,3,2,7.54,3.77,0,,Zero-Reg KW
printer paper officeworks,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,7.54,7.54,0,,Zero-Reg KW
bulk crepe paper rolls,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,2,7.54,3.77,0,,Zero-Reg KW
bulk cinnamon powder,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,4,1,7.54,7.54,0,,Zero-Reg KW
beauty machine supplier,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,1,1,7.54,7.54,7,140.77,Converting KW
easter eggs in bulk,[easter egg bulk buy],Exact match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Exact,3,2,7.53,3.77,0,,Zero-Reg KW
buy alcohol wholesale,"""beverages wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,7.53,7.53,0,,Zero-Reg KW
plain t shirts wholesale australia,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,4,1,7.53,7.53,0,,Zero-Reg KW
bomboniere wholesale suppliers,"""wholesale event supplies""",Phrase match (close variant),AU_Generic_P-V_Celebrations,Wholesale_Phrase,5,2,7.52,3.76,2,58.84,Converting KW
catering containers,[commercial take out containers],Exact match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Exact,10,3,7.52,2.51,0,,Zero-Reg KW
eleven australia wholesale,"""hair wholesale""",Phrase match (close variant),AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,1,1,7.52,7.52,1,219.62,Converting KW
buy bulk nuts online,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,2,7.52,3.76,0,,Zero-Reg KW
onion powder bulk,"""bulk herbs""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,2,2,7.51,3.76,1,266.68,Converting KW
gym wear clothing manufacturer,"""wholesale sportswear""",Phrase match (close variant),AU_Generic_P-V_Apparel,Sportware_Wholesales_Phrase,1,1,7.51,7.51,0,,Zero-Reg KW
catering supplies dandenong,"""hospitality supplies""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Hospitality_Phrase,1,1,7.51,7.51,0,,Zero-Reg KW
fishing shirt wholesale,"""wholesale sportswear""",Phrase match (close variant),AU_Generic_P-V_Apparel,Sportware_Wholesales_Phrase,2,1,7.51,7.51,0,,Zero-Reg KW
buy bulk peptides from china,"""purchasing large quantities""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,7.5,7.5,0,,Zero-Reg KW
buy bulk canned food australia,"""bulk buy food""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,13,3,7.5,2.5,5,145.86,Converting KW
